1.153018,READ,1.091181,0,1600000000
2.279975,WRITE,1.091688,3487072,0
9.261069,MIX,6.819248,10713317760,19144025280
10.732310,MIX,1.471152,2086682240,10713317760
10.860679,READ,0.128062,0,1439052160
11.086994,WRITE,0.226065,1439052160,0
11.189578,READ,0.102366,0,1439566592
11.413346,WRITE,0.223582,1439566592,0
11.511910,READ,0.098378,0,1440289280
11.738716,WRITE,0.226653,1440289280,0
11.848484,READ,0.109535,0,1439225984
12.074720,WRITE,0.226024,1439225984,0
12.185929,READ,0.111023,0,1439673088
12.427935,WRITE,0.241852,1439673088,0
12.533857,READ,0.105685,0,1439636096
12.767291,WRITE,0.233275,1439636096,0
12.866390,READ,0.098861,0,1439420416
13.094995,WRITE,0.228448,1439420416,0
13.200482,READ,0.105246,0,1440143360
13.427317,WRITE,0.226665,1440143360,0
13.530710,READ,0.103144,0,1440381568
13.772961,WRITE,0.242100,1440381568,0
13.871400,READ,0.098257,0,1440243840
14.102998,WRITE,0.231434,1440243840,0
14.208796,READ,0.105606,0,1440313344
14.436569,WRITE,0.227607,1440313344,0
14.535247,READ,0.098442,0,1440055168
14.758395,WRITE,0.222980,1440055168,0
14.859970,READ,0.101435,0,1439134080
15.086159,WRITE,0.226028,1439134080,0
15.192562,READ,0.106170,0,1439601920
15.423046,WRITE,0.230308,1439601920,0
15.527272,READ,0.104034,0,1439302400
15.754766,WRITE,0.227377,1439302400,0
15.873306,READ,0.118336,0,1440268672
16.115878,WRITE,0.242412,1440268672,0
16.225742,READ,0.109676,0,1439542528
16.457467,WRITE,0.231607,1439542528,0
16.563861,READ,0.106208,0,1439942144
16.799606,WRITE,0.235573,1439942144,0
16.904965,READ,0.105166,0,1439141888
17.146706,WRITE,0.241573,1439141888,0
17.262780,READ,0.115882,0,1439870336
17.510513,WRITE,0.247503,1439870336,0
17.612443,READ,0.101732,0,1439813120
17.849536,WRITE,0.236929,1439813120,0
17.947624,READ,0.097952,0,1439981952
18.198885,WRITE,0.251088,1439981952,0
18.304579,READ,0.105551,0,1439879424
18.543565,WRITE,0.238818,1439879424,0
18.650313,READ,0.106540,0,1439194496
18.889162,WRITE,0.238678,1439194496,0
19.001534,READ,0.112138,0,1439568256
19.242312,WRITE,0.240612,1439568256,0
19.347938,READ,0.105427,0,1439032576
19.587202,WRITE,0.239008,1439032576,0
19.714486,READ,0.127045,0,1479045504
19.952901,WRITE,0.238238,1479045504,0
20.082330,READ,0.129174,0,1558706048
20.330981,WRITE,0.248468,1558706048,0
20.454448,READ,0.123226,0,1559798912
20.718904,WRITE,0.264278,1559798912,0
20.830170,READ,0.111021,0,1558942976
21.083412,WRITE,0.253070,1558942976,0
21.190719,READ,0.107125,0,1558470400
21.462154,WRITE,0.271279,1558470400,0
21.581668,READ,0.119270,0,1559565056
21.853395,WRITE,0.271552,1559565056,0
21.968708,READ,0.115150,0,1558381952
22.218133,WRITE,0.249225,1558381952,0
22.334154,READ,0.115828,0,1559531136
22.583265,WRITE,0.248881,1559531136,0
22.686668,READ,0.103216,0,1375283328
22.906602,WRITE,0.219812,1375283328,0

