0.384648,READ,0.381887,400000000
1.900142,WRITE,0.497679,1600000000
2.371979,READ,0.378326,400000000
3.875636,WRITE,0.529718,1600000000
4.345164,READ,0.385753,400000000
5.801403,WRITE,0.494925,1600000000
6.268973,READ,0.378956,400000000
7.838701,WRITE,0.523465,1600000000
7.947317,READ,0.023098,300000000
7.966733,READ,0.019317,300000000
7.984398,READ,0.017490,300000000
8.002716,READ,0.018178,300000000
8.159036,READ,0.041478,399989760
8.288436,WRITE,0.129259,399989760
8.381296,READ,0.035708,399989760
8.504693,WRITE,0.123319,399989760
8.605104,READ,0.035178,399989760
8.728853,WRITE,0.123669,399989760
8.821526,READ,0.035467,399989760
8.945038,WRITE,0.123427,399989760
9.038130,READ,0.035514,399989760
9.164272,WRITE,0.125979,399989760
9.265114,READ,0.034820,399989760
9.392382,WRITE,0.127113,399989760
9.485118,READ,0.035351,399989760
9.608590,WRITE,0.123370,399989760
9.701529,READ,0.035723,399989760
9.824240,WRITE,0.122546,399989760
9.917165,READ,0.035982,399989760
10.046785,WRITE,0.129477,399989760
10.139818,READ,0.035643,399989760
10.266451,WRITE,0.126487,399989760
10.367560,READ,0.035205,399989760
10.494460,WRITE,0.126863,399989760
10.586986,READ,0.035531,399989760
10.715282,WRITE,0.128140,399989760
10.807810,READ,0.035304,399989760
10.934690,WRITE,0.126726,399989760
11.035289,READ,0.036034,399989760
11.160674,WRITE,0.125255,399989760
11.262709,READ,0.035621,399989760
11.389650,WRITE,0.126794,399989760
11.472729,READ,0.035552,399989760
11.598825,WRITE,0.125965,399989760
11.690609,READ,0.035421,399989760
11.819692,WRITE,0.128989,399989760
11.911919,READ,0.035350,399989760
12.035951,WRITE,0.123904,399989760
12.118789,READ,0.035420,399989760
12.242738,WRITE,0.123810,399989760
12.335614,READ,0.035443,399989760
12.463967,WRITE,0.128240,399989760
12.565911,READ,0.035829,399989760
12.692560,WRITE,0.126522,399989760
12.794178,READ,0.035655,399989760
12.921135,WRITE,0.126820,399989760
13.014286,READ,0.036009,399989760
13.141493,WRITE,0.127074,399989760
13.210280,READ,0.011841,300000000
13.222014,READ,0.011632,300000000
13.257614,READ,0.035191,399989760
13.382446,WRITE,0.124727,399989760
13.396372,READ,0.013252,300000000
13.408354,READ,0.011643,300000000
13.507983,READ,0.034639,399989760
13.634192,WRITE,0.126067,399989760
13.736964,READ,0.035564,399989760
13.863022,WRITE,0.125916,399989760
13.965614,READ,0.035644,399989760
14.094711,WRITE,0.128939,399989760
14.196295,READ,0.035566,399989760
14.320724,WRITE,0.124280,399989760
14.413312,READ,0.035397,399989760
14.542485,WRITE,0.128987,399989760
14.645374,READ,0.035913,399989760
14.772989,WRITE,0.127469,399989760
14.865714,READ,0.035791,399989760
14.993560,WRITE,0.127722,399989760
15.085605,READ,0.034935,399989760
15.213913,WRITE,0.128112,399989760
15.314445,READ,0.035567,399989760
15.437013,WRITE,0.122438,399989760
15.536629,READ,0.035398,399989760
15.660685,WRITE,0.123964,399989760
15.761418,READ,0.035589,399989760
15.886475,WRITE,0.124945,399989760
15.988639,READ,0.035506,399989760
16.113778,WRITE,0.124965,399989760
16.214734,READ,0.036820,399989760
16.339850,WRITE,0.124962,399989760
16.441120,READ,0.035725,399989760
16.569288,WRITE,0.128138,399989760
16.670568,READ,0.035554,399989760
16.796095,WRITE,0.125429,399989760
16.888675,READ,0.035509,399989760
17.012346,WRITE,0.123527,399989760
17.111810,READ,0.035112,399989760
17.234674,WRITE,0.122771,399989760
17.335717,READ,0.035586,399989760
